HESA tariff status,Qualification,QUALTYPE,QUALGRADE,Tariff points
1,Foundation Studies,FY,F,0
1,Foundation Studies,FY,R,0
1,Free Standing Maths,FM,A,10
1,Free Standing Maths,FM,B,8
1,Free Standing Maths,FM,C,6
1,Free Standing Maths,FM,D,5
1,Free Standing Maths,FM,E,3
1,Gaokao (China),6N,Top Tier,64
1,Gaokao (China),6N,Second Tier,48
1,Gaokao (China),6N,Third Tier,40
1,GCE 9 Unit Award,9U,*,76
1,GCE 9 Unit Award,9U,*A,76
1,GCE 9 Unit Award,9U,A*,76
1,GCE 9 Unit Award,9U,A*A,76
1,GCE 9 Unit Award,9U,AA,68
1,GCE 9 Unit Award,9U,AB,64
1,GCE 9 Unit Award,9U,BB,56
1,GCE 9 Unit Award,9U,BC,52
1,GCE 9 Unit Award,9U,CC,44
1,GCE 9 Unit Award,9U,CD,42
1,GCE 9 Unit Award,9U,DD,34
1,GCE 9 Unit Award,9U,DE,30
1,GCE 9 Unit Award,9U,EE,22
1,GCE 9 Unit Award,9U,A,0
1,GCE 9 Unit Award,9U,E,0
1,GCE A Level,A,*,56
1,GCE A Level,A,*d,56
1,GCE A Level,A,*m,56
1,GCE A Level,A,*p,56
1,GCE A Level,A,A*,56
1,GCE A Level,A,A*d,56
1,GCE A Level,A,A*m,56
1,GCE A Level,A,A*p,56
1,GCE A Level,A,A,48
1,GCE A Level,A,Ad,48
1,GCE A Level,A,Am,48
1,GCE A Level,A,Ap,48
1,GCE A Level,A,B,40
1,GCE A Level,A,Bd,40
1,GCE A Level,A,Bm,40
1,GCE A Level,A,Bp,40
1,GCE A Level,A,C,32
1,GCE A Level,A,Cd,32
1,GCE A Level,A,Cm,32
1,GCE A Level,A,Cp,32
1,GCE A Level,A,D,24
1,GCE A Level,A,Dd,24
1,GCE A Level,A,Dm,24
1,GCE A Level,A,Dp,24
1,GCE A Level,A,E,16
1,GCE A Level,A,Ed,16
1,GCE A Level,A,Em,16
1,GCE A Level,A,Ep,16
1,GCE A Level,A,N,0
1,GCE A Level,A,Xd,0
1,GCE A Level (Double),DA,**,112
1,GCE A Level (Double),DA,A*A*,112
1,GCE A Level (Double),DA,*A,104
1,GCE A Level (Double),DA,A*A,104
1,GCE A Level (Double),DA,AA,96
1,GCE A Level (Double),DA,AB,88
1,GCE A Level (Double),DA,BB,80
1,GCE A Level (Double),DA,BC,72
1,GCE A Level (Double),DA,CC,64
1,GCE A Level (Double),DA,CD,56
1,GCE A Level (Double),DA,DD,48
1,GCE A Level (Double),DA,DE,40
1,GCE A Level (Double),DA,EE,32
1,GCE A Level (Double),DA,EU,0
1,GCE A Level (Double),DA,UU,0
1,GCE A Level (Double),DA,XX,0
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,*A,76
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,A*A,76
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,AA,68
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,AB,64
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,BB,56
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,BC,52
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,CC,44
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,CD,42
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,DD,34
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,DE,30
1,GCE Advanced Level with Advanced Subsidiary (9 units),AN,EE,22
1,GCE AS Level,AS,A,20
1,GCE AS Level,AS,Ad,20
1,GCE AS Level,AS,Am,20
1,GCE AS Level,AS,Ap,20
1,GCE AS Level,AS,B,16
1,GCE AS Level,AS,Bd,16
1,GCE AS Level,AS,Bm,16
1,GCE AS Level,AS,Bp,16
1,GCE AS Level,AS,C,12
1,GCE AS Level,AS,Cd,12
1,GCE AS Level,AS,Cm,12
1,GCE AS Level,AS,Cp,12
1,GCE AS Level,AS,D,10
1,GCE AS Level,AS,Dd,10
1,GCE AS Level,AS,Dm,10
1,GCE AS Level,AS,Dp,10
1,GCE AS Level,AS,E,6
1,GCE AS Level,AS,Ed,6
1,GCE AS Level,AS,Em,6
1,GCE AS Level,AS,Ep,6
1,GCE AS Level (Double),AD,AA,40
1,GCE AS Level (Double),AD,AB,36
1,GCE AS Level (Double),AD,BB,32
1,GCE AS Level (Double),AD,BC,28
1,GCE AS Level (Double),AD,CC,24
1,GCE AS Level (Double),AD,CD,22
1,GCE AS Level (Double),AD,DD,20
1,GCE AS Level (Double),AD,DE,16
1,GCE AS Level (Double),AD,EE,12
1,GCE AS Level (Double),AD,EU,0
1,GCE AS Level (Double),AD,UU,0
1,GCE AS Level (Double),AD,XX,0
1,Global Assessment Certificate (Australia),6P,90%,96
1,Global Assessment Certificate (Australia),6P,91%,96
1,Global Assessment Certificate (Australia),6P,92%,96
1,Global Assessment Certificate (Australia),6P,93%,96
1,Global Assessment Certificate (Australia),6P,94%,96
1,Global Assessment Certificate (Australia),6P,95%,96
1,Global Assessment Certificate (Australia),6P,96%,96
1,Global Assessment Certificate (Australia),6P,97%,96
1,Global Assessment Certificate (Australia),6P,98%,96
1,Global Assessment Certificate (Australia),6P,99%,96
1,Global Assessment Certificate (Australia),6P,100%,96
1,Global Assessment Certificate (Australia),6P,80%,72
1,Global Assessment Certificate (Australia),6P,81%,72
1,Global Assessment Certificate (Australia),6P,82%,72
1,Global Assessment Certificate (Australia),6P,83%,72
1,Global Assessment Certificate (Australia),6P,84%,72
1,Global Assessment Certificate (Australia),6P,85%,72
1,Global Assessment Certificate (Australia),6P,86%,72
1,Global Assessment Certificate (Australia),6P,87%,72
1,Global Assessment Certificate (Australia),6P,88%,72
1,Global Assessment Certificate (Australia),6P,89%,72
1,Global Assessment Certificate (Australia),6P,70%,56
1,Global Assessment Certificate (Australia),6P,71%,56
1,Global Assessment Certificate (Australia),6P,72%,56
1,Global Assessment Certificate (Australia),6P,73%,56
1,Global Assessment Certificate (Australia),6P,74%,56
1,Global Assessment Certificate (Australia),6P,75%,56
1,Global Assessment Certificate (Australia),6P,76%,56
1,Global Assessment Certificate (Australia),6P,77%,56
1,Global Assessment Certificate (Australia),6P,78%,56
1,Global Assessment Certificate (Australia),6P,79%,56
1,Global Assessment Certificate (Australia),6P,55%,32
1,Global Assessment Certificate (Australia),6P,56%,32
1,Global Assessment Certificate (Australia),6P,57%,32
1,Global Assessment Certificate (Australia),6P,58%,32
1,Global Assessment Certificate (Australia),6P,59%,32
1,Global Assessment Certificate (Australia),6P,60%,32
1,Global Assessment Certificate (Australia),6P,61%,32
1,Global Assessment Certificate (Australia),6P,62%,32
1,Global Assessment Certificate (Australia),6P,63%,32
1,Global Assessment Certificate (Australia),6P,64%,32
1,Global Assessment Certificate (Australia),6P,65%,32
1,Global Assessment Certificate (Australia),6P,66%,32
1,Global Assessment Certificate (Australia),6P,67%,32
1,Global Assessment Certificate (Australia),6P,68%,32
1,Global Assessment Certificate (Australia),6P,69%,32
1,Graded Dance: Grade 6,G6,D,12
1,Graded Dance: Grade 6,G6,Distinction,12
1,Graded Dance: Grade 6,G6,M,10
1,Graded Dance: Grade 6,G6,Merit,10
1,Graded Dance: Grade 6,G6,P,8
1,Graded Dance: Grade 6,G6,Pass,8
1,Graded Dance: Grade 7,G7,D,16
1,Graded Dance: Grade 7,G7,Distinction,16
1,Graded Dance: Grade 7,G7,M,14
1,Graded Dance: Grade 7,G7,Merit,14
1,Graded Dance: Grade 7,G7,P,12
1,Graded Dance: Grade 7,G7,Pass,12
1,Graded Dance: Grade 8,G8,D,20
1,Graded Dance: Grade 8,G8,Distinction,20
1,Graded Dance: Grade 8,G8,M,18
1,Graded Dance: Grade 8,G8,Merit,18
1,Graded Dance: Grade 8,G8,P,16
1,Graded Dance: Grade 8,G8,Pass,16
1,Gymnasialer Maturitätsausweis / certificat de maturité gymnasiale / attestato di maturità liceale (Switzerland),6Q,6,144
1,Gymnasialer Maturitätsausweis / certificat de maturité gymnasiale / attestato di maturità liceale (Switzerland),6Q,5.5,120
1,Gymnasialer Maturitätsausweis / certificat de maturité gymnasiale / attestato di maturità liceale (Switzerland),6Q,5,96
1,Gymnasialer Maturitätsausweis / certificat de maturité gymnasiale / attestato di maturità liceale (Switzerland),6Q,4.5,72
1,Gymnasialer Maturitätsausweis / certificat de maturité gymnasiale / attestato di maturità liceale (Switzerland),6Q,4,48
1,Sports Leaders UK – Higher Sports Leader Award,HL,P,16
1,Sports Leaders UK – Higher Sports Leader Award,HL,Pass,16
1,Sports Leaders UK – Level 3 Certificate in Higher Sports Leadership (QCF),HC,P,16
1,Sports Leaders UK – Level 3 Certificate in Higher Sports Leadership (QCF),HC,Pass,16
1,Hong Kong Diploma of Secondary Education,HD,5**,56
1,Hong Kong Diploma of Secondary Education,HD,5*,52
1,Hong Kong Diploma of Secondary Education,HD,5,48
1,Hong Kong Diploma of Secondary Education,HD,4,32
1,Hong Kong Diploma of Secondary Education,HD,3,16
1,Hong Kong Diploma of Secondary Education core and elective subjects,6R,5**,56
1,Hong Kong Diploma of Secondary Education core and elective subjects,6R,5*,52
1,Hong Kong Diploma of Secondary Education core and elective subjects,6R,5,48
1,Hong Kong Diploma of Secondary Education core and elective subjects,6R,4,32
1,Hong Kong Diploma of Secondary Education core and elective subjects,6R,3,16
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Core Mathematics,6S,5**,28
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Core Mathematics,6S,5*,26
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Core Mathematics,6S,5,24
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Core Mathematics,6S,4,16
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Core Mathematics,6S,3,8
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Extension Mathematics,6T,5**,28
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Extension Mathematics,6T,5*,26
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Extension Mathematics,6T,5,24
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Extension Mathematics,6T,4,16
1,Hong Kong Diploma of Secondary Education: Category A Mathematics: Extension Mathematics,6T,3,8
1,IB Bonus points,ID,1,0
1,IB Bonus points,ID,1,0
1,IB Bonus points,ID,2,0
1,IB Bonus points,ID,2,0
1,IB Bonus points,ID,3,0
1,IB Bonus points,ID,3,0
1,IB Bonus points,ID,0,0
1,IB Bonus points,ID,FC,0
1,IB Bonus points,ID,N,0
1,IB Bonus points,ID,P,0
1,IB Extended Essay,IX,A,12
1,IB Extended Essay,IX,EA,12
1,IB Extended Essay,IX,B,10
1,IB Extended Essay,IX,EB,10
1,IB Extended Essay,IX,C,8
1,IB Extended Essay,IX,EC,8
1,IB Extended Essay,IX,D,6
1,IB Extended Essay,IX,ED,6
1,IB Extended Essay,IX,E,4
1,IB Extended Essay,IX,EE,4
1,IB Extended Essay,IX,EN,0
1,IB Extended Essay,IX,EP,0
1,IB Standard (Subsidiary) Level,IS,S7,28
1,IB Standard (Subsidiary) Level,IS,S6,24
1,IB Standard (Subsidiary) Level,IS,S5,16
1,IB Standard (Subsidiary) Level,IS,S4,12
1,IB Standard (Subsidiary) Level,IS,S3,6
1,IB Standard (Subsidiary) Level,IS,S1,0
1,IB Standard (Subsidiary) Level,IS,S2,0
1,IB Standard (Subsidiary) Level,IS,SN,0
1,IB Standard (Subsidiary) Level,IS,SP,0
1,IB Theory of Knowledge,IC,A,12
1,IB Theory of Knowledge,IC,B,10
1,IB Theory of Knowledge,IC,C,8
1,IB Theory of Knowledge,IC,D,6
1,IB Theory of Knowledge,IC,E,4
1,IB Theory of Knowledge,IC,N,0
1,IB Theory of Knowledge,IC,P,0
1,IBO Reflective Project,IM,A,12
1,IBO Reflective Project,IM,B,10
1,IBO Reflective Project,IM,C,8
1,IBO Reflective Project,IM,D,6
1,IBO Reflective Project,IM,E,4
1,i-Media Certificate,MC,P,16
1,i-Media Certificate,MC,Pass,16
1,i-Media Diploma,MD,P,24
1,i-Media Diploma,MD,Pass,24
1,IMI Level 3 Diploma in Auto Electrical and Mobile Electrical Principles (VRQ),3J,P,48
1,IMI Level 3 Diploma in Auto-Electrical and Mobile Electrical Operations (VRQ),3I,D,48
1,IMI Level 3 Diploma in Auto-Electrical and Mobile Electrical Operations (VRQ),3I,M,32
1,IMI Level 3 Diploma in Auto-Electrical and Mobile Electrical Operations (VRQ),3I,P,16
1,IMI Level 3 Diploma in Heavy Vehicle Maintenance (VRQ),3Q,D,48
1,IMI Level 3 Diploma in Heavy Vehicle Maintenance (VRQ),3Q,M,32
1,IMI Level 3 Diploma in Heavy Vehicle Maintenance (VRQ),3Q,P,16
1,IMI Level 3 Diploma in Heavy Vehicle Maintenance and Repair Principles (VRQ),3S,P,48
1,IMI Level 3 Diploma in Land-based Technology (VRQ),2Z,P,64
1,IMI Level 3 Diploma in Light Vehicle Maintenance (VRQ),3U,D,48
1,IMI Level 3 Diploma in Light Vehicle Maintenance (VRQ),3U,M,32
1,IMI Level 3 Diploma in Light Vehicle Maintenance (VRQ),3U,P,16
1,IMI Level 3 Diploma in Light Vehicle Maintenance and Repair Principles (VRQ),3W,P,48
1,IMI Level 3 Diploma in Motorcycle Maintenance (VRQ),3E,D,48
1,IMI Level 3 Diploma in Motorcycle Maintenance (VRQ),3E,M,32
1,IMI Level 3 Diploma in Motorcycle Maintenance (VRQ),3E,P,16
1,IMI Level 3 Diploma in Motorcycle Maintenance and Repair Principles (VRQ),3F,P,48
1,IMI Level 3 Diploma In Motorsport Vehicle Maintenance and Repair (VRQ),3H,P,48
1,IMI Level 3 Diploma in Vehicle Accident Repair - Body (VRQ),3K,D,48
1,IMI Level 3 Diploma in Vehicle Accident Repair - Body (VRQ),3K,M,32
1,IMI Level 3 Diploma in Vehicle Accident Repair - Body (VRQ),3K,P,16
1,IMI Level 3 Diploma in Vehicle Accident Repair - Multi-Skilled (VRQ),3L,D,48
1,IMI Level 3 Diploma in Vehicle Accident Repair - Multi-Skilled (VRQ),3L,M,32
1,IMI Level 3 Diploma in Vehicle Accident Repair - Multi-Skilled (VRQ),3L,P,16
1,IMI Level 3 Diploma in Vehicle Accident Repair - Paint (VRQ),3M,D,48
1,IMI Level 3 Diploma in Vehicle Accident Repair - Paint (VRQ),3M,M,32
1,IMI Level 3 Diploma in Vehicle Accident Repair - Paint (VRQ),3M,P,16
1,IMI Level 3 Diploma in Vehicle Accident Repair Body Principles (VRQ),3N,P,48
1,IMI Level 3 Diploma in Vehicle Accident Repair Paint Principles (VRQ),3P,P,48
1,IMI Level 3 Extended Diploma in Heavy Vehicle Maintenance and Repair Principles (VRQ),3R,P,64
1,IMI Level 3 Extended Diploma in Land-based Engineering Technology (VRQ),2X,D,144
1,IMI Level 3 Extended Diploma in Land-based Engineering Technology (VRQ),2X,M,96
1,IMI Level 3 Extended Diploma in Land-based Engineering Technology (VRQ),2X,P,48
1,IMI Level 3 Extended Diploma in Land-based Technology,2Y,P,96
1,IMI Level 3 Extended Diploma in Light Vehicle Maintenance (VRQ),3T,D,72
1,IMI Level 3 Extended Diploma in Light Vehicle Maintenance (VRQ),3T,M,48
1,IMI Level 3 Extended Diploma in Light Vehicle Maintenance (VRQ),3T,P,24
1,IMI Level 3 Extended Diploma in Light Vehicle Maintenance and Repair Principles (VRQ),3V,P,64
1,IMI Level 3 Extended Diploma in Motorsport Maintenance (VRQ),3D,D,72
1,IMI Level 3 Extended Diploma in Motorsport Maintenance (VRQ),3D,M,48
1,IMI Level 3 Extended Diploma in Motorsport Maintenance (VRQ),3D,P,24
1,IMI Level 3 Extended Diploma In Motorsport Vehicle Maintenance and Repair (VRQ),3G,P,48
1,IMI Level 3 Subsidiary Diploma in Landbased Technology (VRQ),3A,P,32
1,Institute of Arts Award (Gold),TA,P,16
1,Institute of Arts Award (Gold),TA,Pass,16
1,Institute of Arts Award (Gold),TA,F,0
1,Int. Baccalaureate (Higher level),IB,H7,56
1,Int. Baccalaureate (Higher level),IB,H6,48
1,Int. Baccalaureate (Higher level),IB,H5,32
1,Int. Baccalaureate (Higher level),IB,H4,24
1,Int. Baccalaureate (Higher level),IB,H3,12
1,Int. Baccalaureate (Higher level),IB,H1,0
1,Int. Baccalaureate (Higher level),IB,H2,0
1,Int. Baccalaureate (Higher level),IB,HA,0
1,Int. Baccalaureate (Higher level),IB,HB,0
1,Int. Baccalaureate (Higher level),IB,HC,0
1,Int. Baccalaureate (Higher level),IB,HD,0
1,Int. Baccalaureate (Higher level),IB,HE,0
1,Int. Baccalaureate (Higher level),IB,HN,0
1,Int. Baccalaureate (Higher level),IB,HP,0
1,Int. Baccalaureate (Higher level),IB,0,0
1,Int. Baccalaureate (Higher level),IB,1,0
1,Int. Baccalaureate (Higher level),IB,2,0
1,Int. Baccalaureate (Higher level),IB,3,0
1,Int. Baccalaureate (Higher level),IB,4,0
1,Int. Baccalaureate (Higher level),IB,5,0
1,Int. Baccalaureate (Higher level),IB,6,0
1,Int. Baccalaureate (Higher level),IB,7,0
1,Int. Baccalaureate (Higher level),IB,8,0
1,Int. Baccalaureate (Higher level),IB,9,0
1,Int. Baccalaureate (Higher level),IB,10,0
1,Int. Baccalaureate (Higher level),IB,11,0
1,Int. Baccalaureate (Higher level),IB,12,0
1,Int. Baccalaureate (Higher level),IB,13,0
1,Int. Baccalaureate (Higher level),IB,14,0
1,Int. Baccalaureate (Higher level),IB,15,0
1,Int. Baccalaureate (Higher level),IB,16,0
1,Int. Baccalaureate (Higher level),IB,17,0
1,Int. Baccalaureate (Higher level),IB,18,0
1,Int. Baccalaureate (Higher level),IB,19,0
1,Int. Baccalaureate (Higher level),IB,20,0
1,Int. Baccalaureate (Higher level),IB,21,0
1,Int. Baccalaureate (Higher level),IB,22,0
1,Int. Baccalaureate (Higher level),IB,23,0
1,Int. Baccalaureate (Higher level),IB,24,0
1,Int. Baccalaureate (Higher level),IB,25,0
1,Int. Baccalaureate (Higher level),IB,26,0
1,Int. Baccalaureate (Higher level),IB,27,0
1,Int. Baccalaureate (Higher level),IB,28,0
1,Int. Baccalaureate (Higher level),IB,29,0
1,Int. Baccalaureate (Higher level),IB,30,0
1,Int. Baccalaureate (Higher level),IB,31,0
1,Int. Baccalaureate (Higher level),IB,32,0
1,Int. Baccalaureate (Higher level),IB,33,0
1,Int. Baccalaureate (Higher level),IB,34,0
1,Int. Baccalaureate (Higher level),IB,35,0
1,Int. Baccalaureate (Higher level),IB,36,0
1,Int. Baccalaureate (Higher level),IB,37,0
1,Int. Baccalaureate (Higher level),IB,38,0
1,Int. Baccalaureate (Higher level),IB,39,0
1,Int. Baccalaureate (Higher level),IB,40,0
1,Int. Baccalaureate (Higher level),IB,41,0
1,Int. Baccalaureate (Higher level),IB,42,0
1,Int. Baccalaureate (Higher level),IB,43,0
1,Int. Baccalaureate (Higher level),IB,44,0
1,Int. Baccalaureate (Higher level),IB,45,0
1,Irish Leaving (Ordinary),IO,A1,12
1,Irish Leaving (Ordinary),IO,A2,10
1,Irish Leaving (Ordinary),IO,B1,10
1,Irish Leaving (Ordinary),IO,B2,8
1,Irish Leaving (Ordinary),IO,B3,8
1,Irish Leaving (Ordinary),IO,C1,6
1,Irish Leaving (Ordinary),IO,C2,6
1,Irish Leaving (Ordinary),IO,C3,0
1,Irish Leaving (Ordinary),IO,D1,0
1,Irish Leaving (Ordinary),IO,D2,0
1,Irish Leaving (Ordinary),IO,D3,0
1,Irish Leaving (Ordinary),IO,E,0
1,Irish Leaving (Ordinary),IO,F,0
1,Irish Leaving (Higher),IL,A1,36
1,Irish Leaving (Higher),IL,A2,30
1,Irish Leaving (Higher),IL,B1,30
1,Irish Leaving (Higher),IL,B2,24
1,Irish Leaving (Higher),IL,B3,24
1,Irish Leaving (Higher),IL,C1,18
1,Irish Leaving (Higher),IL,C2,18
1,Irish Leaving (Higher),IL,C3,12
1,Irish Leaving (Higher),IL,D1,12
1,Irish Leaving (Higher),IL,D2,9
1,Irish Leaving (Higher),IL,D3,9
1,Irish Leaving (Higher),IL,E,0
1,Irish Leaving (Higher),IL,F,0
1,Key Skill Level 3,K3,P,0
1,LAMDA Level 3 Certificate in Shakespeare,7F,D,12
1,LAMDA Level 3 Certificate in Shakespeare,7F,Distinction,12
1,LAMDA Level 3 Certificate in Shakespeare,7F,M,8
1,LAMDA Level 3 Certificate in Shakespeare,7F,Merit,8
1,LAMDA Level 3 Certificate in Shakespeare,7F,P,4
1,LAMDA Level 3 Certificate in Shakespeare,7F,Pass,4
1,LAMDA Level 3 Certificate in Shakespeare,7F,F,0
1,LanguageCert Level 3 Certificate in ESOL International (Speaking) (Mastery C2) (603/1966/5),6U,P,24
1,"LanguageCert Level 3 Certificate in ESOL International (Listening, Reading, Writing) (Mastery C2) (603/1965/3)",6V,P,24
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,A1,36
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,A2,30
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,B1,30
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,B2,24
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,B3,24
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,C1,18
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,C2,18
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,C3,12
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,D1,12
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,D2,9
1,Leaving Certificate - Higher Level (Ireland - final award 2016),MM,D3,9
1,Leaving Certificate - Higher Level (Ireland),IH,H1,36
1,Leaving Certificate - Higher Level (Ireland),IH,H2,30
1,Leaving Certificate - Higher Level (Ireland),IH,H3,24
1,Leaving Certificate - Higher Level (Ireland),IH,H4,18
1,Leaving Certificate - Higher Level (Ireland),IH,H5,12
1,Leaving Certificate - Higher Level (Ireland),IH,H6,9
1,Leaving Certificate - Higher Level (Ireland),IH,H7,0
1,Leaving Certificate - Higher Level (Ireland),IH,H8,0
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O1,12
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O2,10
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O3,8
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O4,6
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O5,0
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O6,0
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O7,0
1,Leaving Certificate - Ordinary Level (Ireland),IJ,O8,0
1,Edexcel Level 3 Award in Algebra (NQF),PB,P,3
1,Edexcel Level 3 Award in Statistical Methods (NQF),PC,P,3
1,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",AJ,A,20
1,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",AJ,B,16
1,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",AJ,C,12
1,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",AJ,D,10
1,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",AJ,E,6
1,OCR Level 3 Certificate in Quantitative Methods,O7,A,10
1,OCR Level 3 Certificate in Quantitative Methods,O7,B,8
1,OCR Level 3 Certificate in Quantitative Methods,O7,C,6
1,OCR Level 3 Certificate in Quantitative Methods,O7,D,5
1,OCR Level 3 Certificate in Quantitative Methods,O7,E,3
1,Open Awards Level 3 Certificate in Maritime Studies (RQF),OW,P,24
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,D,24
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,Distinction,24
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,Dist,24
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,M,16
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,Merit,16
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,P,8
1,Level 3 Certificate in Speech and Drama: Perforance Student (PCertLam),PL,Pass,8
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,D,84
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,Distinction,84
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,M,60
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,Merit,60
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,P,36
1,University of the Arts London: Level 3 Diploma in Art and Design,UA,Pass,36
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,D,84
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,Distinction,84
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,M,60
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,Merit,60
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,P,36
1,University of the Arts London: Level 3 Diploma in Performing & Production Arts,U8,Pass,36
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,D,168
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,Distinction,168
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,M,120
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,Merit,120
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,P,72
1,University of the Arts London: Level 3 Extended Diploma in Art and Design,UB,Pass,72
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,D,168
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,Distinction,168
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,M,120
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,Merit,120
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,P,72
1,University of the Arts London: Level 3 Extended Diploma in Performing & Production Arts,U9,Pass,72
1,LIBF Level 3 Certificate in Financial Studies,GH,A*,28
1,LIBF Level 3 Certificate in Financial Studies,GH,A,24
1,LIBF Level 3 Certificate in Financial Studies,GH,B,20
1,LIBF Level 3 Certificate in Financial Studies,GH,C,16
1,LIBF Level 3 Certificate in Financial Studies,GH,D,12
1,LIBF Level 3 Certificate in Financial Studies,GH,E,8
1,LIBF Level 3 Diploma in Financial Studies,GI,A*,56
1,LIBF Level 3 Diploma in Financial Studies,GI,A,48
1,LIBF Level 3 Diploma in Financial Studies,GI,B,40
1,LIBF Level 3 Diploma in Financial Studies,GI,C,32
1,LIBF Level 3 Diploma in Financial Studies,GI,D,24
1,LIBF Level 3 Diploma in Financial Studies,GI,E,16
1,LRN Level 3 Award in Education and Training (ETAB),3X,P,16
1,LRN Level 3 Award in European Community Development,3Y,P,8
1,LRN Level 3 Certificate in Business Management,3Z,P,16
1,LRN Level 3 Certificate in ESOL International (CEF C2),4A,D,36
1,LRN Level 3 Certificate in ESOL International (CEF C2),4A,M,24
1,LRN Level 3 Certificate in ESOL International (CEF C2),4A,P,12
1,LRN Level 3 Certificate in ESOL International (IELCA CEF C2),4D,P,24
1,LRN Level 3 Certificate in Teaching English to Speakers of Other Languages (ELTAB),4E,P,8
1,LRN Level 3 Diploma in Pre U Foundation Studies,4F,D,144
1,LRN Level 3 Diploma in Pre U Foundation Studies,4F,M,96
1,LRN Level 3 Diploma in Pre U Foundation Studies,4F,P,48
1,Music Practical Level 6,M6,D,12
1,Music Practical Level 6,M6,Distinction,12
1,Music Practical Level 6,M6,M,10
1,Music Practical Level 6,M6,Merit,10
1,Music Practical Level 6,M6,P,8
1,Music Practical Level 6,M6,Pass,8
1,Music Practical Level 6,M6,F,0
1,Music Practical Level 7,M7,D,16
1,Music Practical Level 7,M7,Distinction,16
1,Music Practical Level 7,M7,M,14
