HESA tariff status,Qualification,QUALTYPE,QUALGRADE,Tariff points
1,Music Practical Level 7,M7,Merit,14
1,Music Practical Level 7,M7,P,12
1,Music Practical Level 7,M7,Pass,12
1,Music Practical Level 7,M7,F,0
1,Music Practical Level 8,M8,D,30
1,Music Practical Level 8,M8,Distinction,30
1,Music Practical Level 8,M8,M,24
1,Music Practical Level 8,M8,Merit,24
1,Music Practical Level 8,M8,P,18
1,Music Practical Level 8,M8,Pass,18
1,Music Practical Level 8,M8,F,0
1,Music Practitioner Certificate,R5,D*,14
1,Music Practitioner Certificate,R5,Dist*,14
1,Music Practitioner Certificate,R5,D,12
1,Music Practitioner Certificate,R5,Dist,12
1,Music Practitioner Certificate,R5,M,8
1,Music Practitioner Certificate,R5,Merit,8
1,Music Practitioner Certificate,R5,P,4
1,Music Practitioner Certificate,R5,Pass,4
1,Music Practitioner Certificate,R5,A*,0
1,Music Practitioner Certificate,R5,F,0
1,Music Practitioner Diploma,R2,D*,112
1,Music Practitioner Diploma,R2,Dist*,112
1,Music Practitioner Diploma,R2,D,96
1,Music Practitioner Diploma,R2,Dist,96
1,Music Practitioner Diploma,R2,M,64
1,Music Practitioner Diploma,R2,Merit,64
1,Music Practitioner Diploma,R2,P,32
1,Music Practitioner Diploma,R2,Pass,32
1,Music Practitioner Diploma,R2,F,0
1,Music Practitioner Extended Certificate,R4,D*,28
1,Music Practitioner Extended Certificate,R4,Dist*,28
1,Music Practitioner Extended Certificate,R4,D,24
1,Music Practitioner Extended Certificate,R4,Dist,24
1,Music Practitioner Extended Certificate,R4,M,16
1,Music Practitioner Extended Certificate,R4,Merit,16
1,Music Practitioner Extended Certificate,R4,P,8
1,Music Practitioner Extended Certificate,R4,Pass,8
1,Music Practitioner Extended Certificate,R4,A*,0
1,Music Practitioner Extended Certificate,R4,F,0
1,Music Practitioner Extended Diploma,R1,D*,168
1,Music Practitioner Extended Diploma,R1,Dist*,168
1,Music Practitioner Extended Diploma,R1,D,144
1,Music Practitioner Extended Diploma,R1,Dist,144
1,Music Practitioner Extended Diploma,R1,M,96
1,Music Practitioner Extended Diploma,R1,Merit,96
1,Music Practitioner Extended Diploma,R1,P,48
1,Music Practitioner Extended Diploma,R1,Pass,48
1,Music Practitioner Extended Diploma,R1,F,0
1,Music Practitioner Subsidiary Diploma,R3,D*,84
1,Music Practitioner Subsidiary Diploma,R3,Dist*,84
1,Music Practitioner Subsidiary Diploma,R3,D,72
1,Music Practitioner Subsidiary Diploma,R3,Dist,72
1,Music Practitioner Subsidiary Diploma,R3,M,48
1,Music Practitioner Subsidiary Diploma,R3,Merit,48
1,Music Practitioner Subsidiary Diploma,R3,P,24
1,Music Practitioner Subsidiary Diploma,R3,Pass,24
1,Music Practitioner Subsidiary Diploma,R3,F,0
1,Music Theory Level 6,6M,D,6
1,Music Theory Level 6,6M,Distinction,6
1,Music Theory Level 6,6M,M,5
1,Music Theory Level 6,6M,Merit,5
1,Music Theory Level 6,6M,P,4
1,Music Theory Level 6,6M,Pass,4
1,Music Theory Level 6,6M,F,0
1,Music Theory Level 7,7M,D,8
1,Music Theory Level 7,7M,Distinction,8
1,Music Theory Level 7,7M,M,7
1,Music Theory Level 7,7M,Merit,7
1,Music Theory Level 7,7M,P,6
1,Music Theory Level 7,7M,Pass,6
1,Music Theory Level 7,7M,F,0
1,Music Theory Level 8,8M,D,10
1,Music Theory Level 8,8M,Distinction,10
1,Music Theory Level 8,8M,M,9
1,Music Theory Level 8,8M,Merit,9
1,Music Theory Level 8,8M,P,8
1,Music Theory Level 8,8M,Pass,8
1,Music Theory Level 8,8M,F,0
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,D*,28
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,Distinction*,28
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,D,24
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,Distinction,24
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,M,16
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,Merit,16
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,P,8
1,"NCFE CACHE Level 3 Applied General Award for Early Years, Childcare and Education",7H,Pass,8
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,D*,28
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,Distinction*,28
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,Distinction,24
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,D,24
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,M,16
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,Merit,16
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,P,8
1,NCFE CACHE Level 3 Applied General Award in Health and Social Care,7I,Pass,8
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,D*,56
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,Distinction*,56
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,D,48
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,Distinction,48
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,M,32
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,Merit,32
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,P,16
1,"NCFE CACHE Level 3 Applied General Certificate for Early Years, Childcare and Education",7J,Pass,16
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,D*,56
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,Distinction*,56
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,D,48
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,Distinction,48
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,M,32
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,Merit,32
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,P,16
1,NCFE CACHE Level 3 Applied General Certificate in Health and Social Care,7K,Pass,16
1,NCFE CACHE Level 3 Certificate in Child Care and Education (Wales),NW,A,48
1,NCFE CACHE Level 3 Certificate in Child Care and Education (Wales),NW,B,40
1,NCFE CACHE Level 3 Certificate in Child Care and Education (Wales),NW,C,32
1,NCFE CACHE Level 3 Certificate in Child Care and Education (Wales),NW,D,24
1,NCFE CACHE Level 3 Certificate in Child Care and Education (Wales),NW,E,16
1,NCFE CACHE Level 3 Certificate in Childcare and Education (from September 2014),ET,A*,84
1,NCFE CACHE Level 3 Certificate in Childcare and Education (from September 2014),ET,A,72
1,NCFE CACHE Level 3 Certificate in Childcare and Education (from September 2014),ET,B,60
1,NCFE CACHE Level 3 Certificate in Childcare and Education (from September 2014),ET,C,48
1,NCFE CACHE Level 3 Certificate in Childcare and Education (from September 2014),ET,D,36
1,NCFE Level 3 Certificate in Mathematics for Everyday Life (Core Maths),8D,A,20
1,NCFE Level 3 Certificate in Mathematics for Everyday Life (Core Maths),8D,B,16
1,NCFE Level 3 Certificate in Mathematics for Everyday Life (Core Maths),8D,C,12
1,NCFE Level 3 Certificate in Mathematics for Everyday Life (Core Maths),8D,D,10
1,NCFE Level 3 Certificate in Mathematics for Everyday Life (Core Maths),8D,E,6
1,NCFE CACHE Level 3 Diploma for the Early Years Workforce (Early Years Educator),DB,P,32
1,NCFE CACHE Level 3 Diploma for the Early Years Workforce (Early Years Educator),DB,Pass,32
1,NCFE CACHE Level 3 Diploma in Childcare and Education (Early Years Educator) (from September 2014),EU,A*,168
1,NCFE CACHE Level 3 Diploma in Childcare and Education (Early Years Educator) (from September 2014),EU,A,144
1,NCFE CACHE Level 3 Diploma in Childcare and Education (Early Years Educator) (from September 2014),EU,B,120
1,NCFE CACHE Level 3 Diploma in Childcare and Education (Early Years Educator) (from September 2014),EU,C,96
1,NCFE CACHE Level 3 Diploma in Childcare and Education (Early Years Educator) (from September 2014),EU,D,72
1,NCFE CACHE Level 3 Diploma in Clinical Healthcare Support,DC,P,32
1,NCFE CACHE Level 3 Diploma in Clinical Healthcare Support,DC,Pass,32
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,D*,84
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,Distinction*,84
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,D,72
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,Distinction,72
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,M,48
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,Merit,48
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,P,24
1,NCFE Level 3 Diploma in Skills for Business: Customer Service,7S,Pass,24
1,NCFE CACHE Level 3 Diploma in Specialist Support for Teaching and Learning in Schools,DD,P,24
1,NCFE CACHE Level 3 Diploma in Specialist Support for Teaching and Learning in Schools,DD,Pass,24
1,NCFE CACHE Level 3 Diploma in Supporting Teaching and Learning,EL,P,32
1,NCFE CACHE Level 3 Diploma in Supporting Teaching and Learning,EL,Pass,32
1,Certa Level 3 Certificate in Construction Skills,EM,Pass,16
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,A*,84
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,A,72
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,B,60
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,C,48
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,D,36
1,NCFE CACHE Technical Level 3 Certificate in Childcare and Education,DE,P,0
1,NCFE CACHE Technical Level 3 Certificate in Health and Social Care,DF,A*,84
1,NCFE CACHE Technical Level 3 Certificate in Health and Social Care,DF,A,72
1,NCFE CACHE Technical Level 3 Certificate in Health and Social Care,DF,B,60
1,NCFE CACHE Technical Level 3 Certificate in Health and Social Care,DF,C,48
1,NCFE CACHE Technical Level 3 Certificate in Health and Social Care,DF,D,36
1,NCFE CACHE Technical Level 3 Diploma in Childcare and Education (Early Years Educator),DG,A*,168
1,NCFE CACHE Technical Level 3 Diploma in Childcare and Education (Early Years Educator),DG,A,144
1,NCFE CACHE Technical Level 3 Diploma in Childcare and Education (Early Years Educator),DG,B,120
1,NCFE CACHE Technical Level 3 Diploma in Childcare and Education (Early Years Educator),DG,C,96
1,NCFE CACHE Technical Level 3 Diploma in Childcare and Education (Early Years Educator),DG,D,72
1,NCFE CACHE Technical Level 3 Diploma in Early Years Education and Care (Early Years Educator),DH,A*,112
1,NCFE CACHE Technical Level 3 Diploma in Early Years Education and Care (Early Years Educator),DH,A,96
1,NCFE CACHE Technical Level 3 Diploma in Early Years Education and Care (Early Years Educator),DH,B,80
1,NCFE CACHE Technical Level 3 Diploma in Early Years Education and Care (Early Years Educator),DH,C,64
1,NCFE CACHE Technical Level 3 Diploma in Early Years Education and Care (Early Years Educator),DH,D,48
1,NCFE CACHE Technical Level 3 Extended Diploma in Health and Social Care,DI,A*,168
1,NCFE CACHE Technical Level 3 Extended Diploma in Health and Social Care,DI,A,144
1,NCFE CACHE Technical Level 3 Extended Diploma in Health and Social Care,DI,B,120
1,NCFE CACHE Technical Level 3 Extended Diploma in Health and Social Care,DI,C,96
1,NCFE CACHE Technical Level 3 Extended Diploma in Health and Social Care,DI,D,72
1,NCFE Level 3 Applied General Certificate in Art and Design,EJ,D*,56
1,NCFE Level 3 Applied General Certificate in Art and Design,EJ,D,48
1,NCFE Level 3 Applied General Certificate in Art and Design,EJ,M,32
1,NCFE Level 3 Applied General Certificate in Art and Design,EJ,P,16
1,NCFE Level 3 Applied General Certificate in Business and Enterprise,EK,D*,56
1,NCFE Level 3 Applied General Certificate in Business and Enterprise,EK,D,48
1,NCFE Level 3 Applied General Certificate in Business and Enterprise,EK,M,32
1,NCFE Level 3 Applied General Certificate in Business and Enterprise,EK,P,16
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,D*,56
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,Distinction*,56
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,D,48
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,Distinction,48
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,M,32
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,Merit,32
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,P,16
1,NCFE Level 3 Applied General Certificate in Music Technology,NV,Pass,16
1,NCFE Level 3 Award in Higher Level Studies,NS,P,8
1,NCFE Level 3 Award in Higher Level Studies,NS,Pass,8
1,NCFE Level 3 Certificate for Entry to the Uniformed Services,NY,D*,56
1,NCFE Level 3 Certificate for Entry to the Uniformed Services,NY,D,48
1,NCFE Level 3 Certificate for Entry to the Uniformed Services,NY,M,32
1,NCFE Level 3 Certificate for Entry to the Uniformed Services,NY,P,16
1,NCFE Certificate in Art and Design,NG,P,16
1,NCFE Level 3 Certificate in Interactive Media (QCF),DJ,P,24
1,NCFE Level 3 Certificate in Interactive Media (QCF),DJ,Pass,24
1,NCFE Certificate in Photography,NH,P,24
1,NCFE Certificate in Sport,NL,D*,28
1,NCFE Certificate in Sport,NL,D,24
1,NCFE Certificate in Sport,NL,M,16
1,NCFE Certificate in Sport,NL,P,8
1,NCFE Level 3 Certificate in Sport and Physical Activity,MX,D*,56
1,NCFE Level 3 Certificate in Sport and Physical Activity,MX,D,48
1,NCFE Level 3 Certificate in Sport and Physical Activity,MX,M,32
1,NCFE Level 3 Certificate in Sport and Physical Activity,MX,P,16
1,NCFE Level 3 Certificate in Travel and Tourism (603/4141/5),8G,D*,56
1,NCFE Level 3 Certificate in Travel and Tourism (603/4141/5),8G,D,48
1,NCFE Level 3 Certificate in Travel and Tourism (603/4141/5),8G,M,32
1,NCFE Level 3 Certificate in Travel and Tourism (603/4141/5),8G,P,16
1,NCFE Level 3 Diploma (540) in Sport and Physical Activity,MY,D*,84
1,NCFE Level 3 Diploma (540) in Sport and Physical Activity,MY,D,72
1,NCFE Level 3 Diploma (540) in Sport and Physical Activity,MY,M,48
1,NCFE Level 3 Diploma (540) in Sport and Physical Activity,MY,P,24
1,NCFE Level 3 Diploma (720) in Sport and Physical Activity,MZ,D*,112
1,NCFE Level 3 Diploma (720) in Sport and Physical Activity,MZ,D,96
1,NCFE Level 3 Diploma (720) in Sport and Physical Activity,MZ,M,64
1,NCFE Level 3 Diploma (720) in Sport and Physical Activity,MZ,P,32
1,NCFE Diploma for Entry to the Uniformed Services,NJ,D*,48
1,NCFE Diploma for Entry to the Uniformed Services,NJ,D,36
1,NCFE Diploma for Entry to the Uniformed Services,NJ,M,28
1,NCFE Diploma for Entry to the Uniformed Services,NJ,P,16
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (540),NZ,D*,84
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (540),NZ,D,72
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (540),NZ,M,48
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (540),NZ,P,24
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (720),MQ,D*,112
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (720),MQ,D,96
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (720),MQ,M,64
1,NCFE Level 3 Diploma for Entry to the Uniformed Services (720),MQ,P,32
1,NCFE Diploma in Creative Media,NP,D*,56
1,NCFE Diploma in Creative Media,NP,D,48
1,NCFE Diploma in Creative Media,NP,M,32
1,NCFE Diploma in Creative Media,NP,P,16
1,NCFE Level 3 Diploma in Performance Skills,DK,D*,42
1,NCFE Level 3 Diploma in Performance Skills,DK,D,36
1,NCFE Level 3 Diploma in Performance Skills,DK,M,24
1,NCFE Level 3 Diploma in Performance Skills,DK,P,12
1,NCFE Diploma in Photography,NI,P,48
1,NCFE Diploma in Preparing to Work in Renewable Energy Engineering,NN,D*,112
1,NCFE Diploma in Preparing to Work in Renewable Energy Engineering,NN,D,96
1,NCFE Diploma in Preparing to Work in Renewable Energy Engineering,NN,M,64
1,NCFE Diploma in Preparing to Work in Renewable Energy Engineering,NN,P,32
1,NCFE Level 3 Diploma in Skills for Business,DL,D*,56
1,NCFE Level 3 Diploma in Skills for Business,DL,Distinction*,56
1,NCFE Level 3 Diploma in Skills for Business,DL,D,48
1,NCFE Level 3 Diploma in Skills for Business,DL,Distinction,48
1,NCFE Level 3 Diploma in Skills for Business,DL,M,32
1,NCFE Level 3 Diploma in Skills for Business,DL,Merit,32
1,NCFE Level 3 Diploma in Skills for Business,DL,P,16
1,NCFE Level 3 Diploma in Skills for Business,DL,Pass,16
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,D*,84
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,Distinction*,84
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,D,72
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,Distinction,72
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,M,48
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,Merit,48
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,P,24
1,NCFE Level 3 Diploma in Skills for Business: Enterprise,DM,Pass,24
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,D*,84
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,Distinction*,84
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,D,72
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,Distinction,72
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,M,48
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,Merit,48
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,P,24
1,NCFE Level 3 Diploma in Skills for Business: Finance,DN,Pass,24
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,D*,84
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,Distinction*,84
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,D,72
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,Distinction,72
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,M,48
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,Merit,48
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,P,24
1,NCFE Level 3 Diploma in Skills for Business: Human Resources,DO,Pass,24
1,NCFE Level 3 Diploma in Skills for Business: IT,DP,D*,84
1,NCFE Level 3 Diploma in Skills for Business: IT,DP,D,72
1,NCFE Level 3 Diploma in Skills for Business: IT,DP,M,48
1,NCFE Level 3 Diploma in Skills for Business: IT,DP,P,24
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,D*,84
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,Distinction*,84
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,D,72
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,Distinction,72
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,M,48
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,Merit,48
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,P,24
1,NCFE Level 3 Diploma in Skills for Business: Retail,DQ,Pass,24
